詩歌ID,作者,標題,人物,提及次數
周賀著_18. 寄姚合郎中,周賀著,18. 寄姚合郎中,姚合,20
周賀著_20. 懷西峰隱者,周賀著,20. 懷西峰隱者,隱者,103
周賀著_24. 送朱慶餘,周賀著,24. 送朱慶餘,朱慶餘,11
周賀著_32. 贈皎然上人,周賀著,32. 贈皎然上人,皎然,71
周賀著_41. 贈朱慶餘校書,周賀著,41. 贈朱慶餘校書,朱慶餘,11
周賀著_47. 出關後寄賈島,周賀著,47. 出關後寄賈島,賈島,62
周賀著_47. 出關後寄賈島,周賀著,47. 出關後寄賈島,寒山,122
周賀著_67. 贈厲玄侍禦,周賀著,67. 贈厲玄侍禦,厲玄,14
周賀著_70. 寄新頭陀,周賀著,70. 寄新頭陀,少年,611
周賀著_79. 贈姚合郎中,周賀著,79. 贈姚合郎中,姚合,20
周賀著_81. 寄潘緯,周賀著,81. 寄潘緯,少年,611
周賀著_81. 寄潘緯,周賀著,81. 寄潘緯,潘緯,2
周賀著_92. 重陽,周賀著,92. 重陽,少年,611
鄭巢著_13. 送人南游,鄭巢著,13. 送人南游,隱者,103
鄭巢著_24. 秋日陪姚郎中登郡中南亭,鄭巢著,24. 秋日陪姚郎中登郡中南亭,高亭,19
崔涯著_5. 俠士詩,崔涯著,5. 俠士詩,崔涯,1
焦郁著_19. 白雲向空盡,焦郁著,19. 白雲向空盡,虛中,17
劉魯風著_22. 江西投謁所知為典客所阻因賦,劉魯風著,22. 江西投謁所知為典客所阻因賦,劉魯風,1
劉魯風著_22. 江西投謁所知為典客所阻因賦,劉魯風著,22. 江西投謁所知為典客所阻因賦,書生,75
章孝標著_6. 送進士陳嶢往睦州謁馮郎中,章孝標著,6. 送進士陳嶢往睦州謁馮郎中,太守,256
章孝標著_12. 思越州山水寄朱慶餘,章孝標著,12. 思越州山水寄朱慶餘,朱慶餘,11
章孝標著_20. 送張使君赴饒州,章孝標著,20. 送張使君赴饒州,太守,256
章孝標著_21. 和滕邁先輩傷馬,章孝標著,21. 和滕邁先輩傷馬,滕邁,3
章孝標著_35. 錢塘贈武翊黃,章孝標著,35. 錢塘贈武翊黃,武翊黃,1
章孝標著_44. 少年行,章孝標著,44. 少年行,少年,611
章孝標著_60. 題東林寺寄江州李員外,章孝標著,60. 題東林寺寄江州李員外,清江,88
章孝標著_60. 題東林寺寄江州李員外,章孝標著,60. 題東林寺寄江州李員外,太守,256
蔣防著_2. 望禁苑祥光,蔣防著,2. 望禁苑祥光,卿雲,13
蔣防著_8. 藩臣戀魏闕,蔣防著,8. 藩臣戀魏闕,陳政,2
李虞著_13. 題李賓客舊居,李虞著,13. 題李賓客舊居,李賓,5
陳標著_12. 寄友人,陳標著,12. 寄友人,孟郊,30
陳標著_12. 寄友人,陳標著,12. 寄友人,杜甫,25
顧非熊著_4. 送僧歸洞庭,顧非熊著,4. 送僧歸洞庭,吳人,8
顧非熊著_12. 送樸處士歸新羅,顧非熊著,12. 送樸處士歸新羅,少年,611
顧非熊著_13. 送馬戴入山,顧非熊著,13. 送馬戴入山,馬戴,9
顧非熊著_14. 送喻鳧春歸江南,顧非熊著,14. 送喻鳧春歸江南,喻鳧,10
顧非熊著_25. 與無可宿輝公院,顧非熊著,25. 與無可宿輝公院,無可,68
顧非熊著_35. 落第後贈同居友人,顧非熊著,35. 落第後贈同居友人,少年,611
顧非熊著_42. 送李廓侍禦赴劍南,顧非熊著,42. 送李廓侍禦赴劍南,李廓,8
張祜著_11. 雁門太守行,張祜著,11. 雁門太守行,太守,256
張祜著_45. 寄靈澈上人,張祜著,45. 寄靈澈上人,靈澈,13
張祜著_48. 送魏尚書赴鎮州行營,張祜著,48. 送魏尚書赴鎮州行營,書生,75
張祜著_51. 江南作,張祜著,51. 江南作,少年,611
張祜著_152. 夏日梅溪館寄龐舍人,張祜著,152. 夏日梅溪館寄龐舍人,太守,256
張祜著_2. 從軍行,張祜著,2. 從軍行,少年,611
張祜著_13. 寓懷寄蘇州劉郎中,張祜著,13. 寓懷寄蘇州劉郎中,賀知章,7
張祜著_13. 寓懷寄蘇州劉郎中,張祜著,13. 寓懷寄蘇州劉郎中,孟浩然,22
張祜著_14. 和杜牧之齊山登高,張祜著,14. 和杜牧之齊山登高,杜牧,8
張祜著_30. 少年樂,張祜著,30. 少年樂,少年,611
張祜著_59. 題孟處士宅,張祜著,59. 題孟處士宅,孟簡,1
張祜著_79. 讀池州杜員外杜秋娘詩,張祜著,79. 讀池州杜員外杜秋娘詩,杜牧,8
張祜著_98. 偶題,張祜著,98. 偶題,李白,55
張祜著_107. 感歸,張祜著,107. 感歸,孟浩然,22
張祜著_108. 偶作,張祜著,108. 偶作,李白,55
張祜著_109. 勸飲酒,張祜著,109. 勸飲酒,竇常,5
張祜著_119. 邊上逢歌者,張祜著,119. 邊上逢歌者,少年,611
張祜著_137. 江上旅泊呈杜員外,張祜著,137. 江上旅泊呈杜員外,太守,256
張祜著_149. 王家五弦,張祜著,149. 王家五弦,太守,256
歐陽袞著_7. 和項斯遊頭陀寺上方,歐陽袞著,7. 和項斯遊頭陀寺上方,項斯,4
歐陽袞著_10. 寄陳去疾進士,歐陽袞著,10. 寄陳去疾進士,陳去疾,1
裴夷直著_42. 題江上柳寄李使君,裴夷直著,42. 題江上柳寄李使君,太守,256
朱慶餘著_7. 湖州韓使君置宴,朱慶餘著,7. 湖州韓使君置宴,太守,256
朱慶餘著_16. 鳳翔西池與賈島納涼,朱慶餘著,16. 鳳翔西池與賈島納涼,賈島,62
朱慶餘著_24. 與賈島、顧非熊、無可上人宿萬年姚少府宅,朱慶餘著,24. 與賈島、顧非熊、無可上人宿萬年姚少府宅,無可,68
朱慶餘著_24. 與賈島、顧非熊、無可上人宿萬年姚少府宅,朱慶餘著,24. 與賈島、顧非熊、無可上人宿萬年姚少府宅,顧非熊,13
朱慶餘著_24. 與賈島、顧非熊、無可上人宿萬年姚少府宅,朱慶餘著,24. 與賈島、顧非熊、無可上人宿萬年姚少府宅,賈島,62
朱慶餘著_30. 送顧非熊下第歸,朱慶餘著,30. 送顧非熊下第歸,顧非熊,13
朱慶餘著_32. 尋賈島所居,朱慶餘著,32. 尋賈島所居,賈島,62
朱慶餘著_54. 上翰林蔣防舍人,朱慶餘著,54. 上翰林蔣防舍人,蔣防,1
朱慶餘著_57. 送李餘及第歸蜀,朱慶餘著,57. 送李餘及第歸蜀,李餘,9
朱慶餘著_68. 種花,朱慶餘著,68. 種花,李晝,2
朱慶餘著_76. 題王丘長史宅,朱慶餘著,76. 題王丘長史宅,王丘,2
朱慶餘著_19. 過孟浩然舊居,朱慶餘著,19. 過孟浩然舊居,王維,23
朱慶餘著_19. 過孟浩然舊居,朱慶餘著,19. 過孟浩然舊居,孟浩然,22
朱慶餘著_39. 十六夜月,朱慶餘著,39. 十六夜月,皎然,71
朱慶餘著_43. 贈陳逸人,朱慶餘著,43. 贈陳逸人,少年,611
朱慶餘著_70. 近試上張籍水部,朱慶餘著,70. 近試上張籍水部,張籍,28
厲玄著_6. 送顧非熊及第歸茅山,厲玄著,6. 送顧非熊及第歸茅山,顧非熊,13
魏扶著_9. 和白敏中聖德和平致茲休運歲終功就合詠盛明呈上,魏扶著,9. 和白敏中聖德和平致茲休運歲終功就合詠盛明呈上,白敏中,2
楊收著_16. 嘲吳人觀者,楊收著,16. 嘲吳人觀者,吳人,8
楊乘著_19. 吳中書事,楊乘著,19. 吳中書事,西施,70
尹璞著_22. 題楊收相公宅,尹璞著,22. 題楊收相公宅,楊收,3
雍陶著_11. 同賈島宿無可上人院,雍陶著,11. 同賈島宿無可上人院,無可,68
雍陶著_11. 同賈島宿無可上人院,雍陶著,11. 同賈島宿無可上人院,賈島,62
雍陶著_16. 自述,雍陶著,16. 自述,少年,611
雍陶著_18. 少年行,雍陶著,18. 少年行,少年,611
雍陶著_26. 經杜甫舊宅,雍陶著,26. 經杜甫舊宅,杜甫,25
雍陶著_30. 永樂殷堯藩明府縣池嘉蓮詠,雍陶著,30. 永樂殷堯藩明府縣池嘉蓮詠,殷堯藩,13
雍陶著_33. 寄永樂殷堯藩明府,雍陶著,33. 寄永樂殷堯藩明府,殷堯藩,13
雍陶著_45. 懷無可上人,雍陶著,45. 懷無可上人,無可,68
雍陶著_97. 寄襄陽章孝標,雍陶著,97. 寄襄陽章孝標,章孝標,4
雍陶著_113. 送客二首,雍陶著,113. 送客二首,少年,611
雍陶著_114. 安國寺贈廣宣上人,雍陶著,114. 安國寺贈廣宣上人,廣宣,21
李遠著_23. 聽王氏話歸州昭君廟,李遠著,23. 聽王氏話歸州昭君廟,王氏,17
李遠著_25. 吳越懷古,李遠著,25. 吳越懷古,西施,70
李遠著_27. 聞明上人逝寄友人,李遠著,27. 聞明上人逝寄友人,座客,18
李遠著_34. 贈箏妓伍卿,李遠著,34. 贈箏妓伍卿,座客,18
杜牧著_3. 郡齋獨酌,杜牧著,3. 郡齋獨酌,太守,256
杜牧著_4. 張好好詩,杜牧著,4. 張好好詩,少年,611
杜牧著_4. 張好好詩,杜牧著,4. 張好好詩,高蟾,3
杜牧著_5. 冬至日寄小侄阿宜詩,杜牧著,5. 冬至日寄小侄阿宜詩,李兼,1
杜牧著_6. 李甘詩,杜牧著,6. 李甘詩,李甘,2
杜牧著_7. 洛中送冀處士東游,杜牧著,7. 洛中送冀處士東游,劉濟,2
杜牧著_8. 送沈士赴蘇州，李中丞招以詩贈行,杜牧著,8. 送沈士赴蘇州，李中丞招以詩贈行,李中,34
杜牧著_19. 池州送孟遲先輩,杜牧著,19. 池州送孟遲先輩,太守,256
杜牧著_19. 池州送孟遲先輩,杜牧著,19. 池州送孟遲先輩,孟遲,1
杜牧著_2. 長安雜題長句六首,杜牧著,2. 長安雜題長句六首,少年,611
杜牧著_3. 河湟,杜牧著,3. 河湟,元載,4
杜牧著_10. 早春閣下寓直蕭九舍人亦直內署，因寄書懷四韻,杜牧著,10. 早春閣下寓直蕭九舍人亦直內署，因寄書懷四韻,王喬,14
杜牧著_12. 念昔遊三首,杜牧著,12. 念昔遊三首,李白,55
杜牧著_19. 夏州崔常侍自少常亞列出領麾幢十韻,杜牧著,19. 夏州崔常侍自少常亞列出領麾幢十韻,崔常侍,9
杜牧著_29. 少年行,杜牧著,29. 少年行,少年,611
杜牧著_53. 雪晴訪趙嘏街西所居三韻,杜牧著,53. 雪晴訪趙嘏街西所居三韻,趙嘏,3
杜牧著_13. 登池州九峰樓寄張祜,杜牧著,13. 登池州九峰樓寄張祜,張祜,11
杜牧著_14. 齊安郡晚秋,杜牧著,14. 齊安郡晚秋,雲容,18
杜牧著_16. 池州春送前進士蒯希逸,杜牧著,16. 池州春送前進士蒯希逸,蒯希逸,1
杜牧著_35. 新轉南曹未敘朝散初秋暑退出守吳興書此篇以自見志,杜牧著,35. 新轉南曹未敘朝散初秋暑退出守吳興書此篇以自見志,清尚,3
杜牧著_40. 春日茶山病不飲酒，因呈賓客,杜牧著,40. 春日茶山病不飲酒，因呈賓客,太守,256
杜牧著_42. 早春贈軍事薛判官,杜牧著,42. 早春贈軍事薛判官,少年,611
杜牧著_56. 鶴,杜牧著,56. 鶴,西施,70
杜牧著_74. 湖南正初招李郢秀才,杜牧著,74. 湖南正初招李郢秀才,李郢,5
杜牧著_21. 題桃花夫人廟,杜牧著,21. 題桃花夫人廟,桃花夫人,3
杜牧著_25. 初春雨中舟次和州橫江裴使君見迎李趙二秀才同來因書四韻兼寄江南許渾先輩,杜牧著,25. 初春雨中舟次和州橫江裴使君見迎李趙二秀才同來因書四韻兼寄江南許渾先輩,許渾,7
杜牧著_31. 送李群玉赴舉,杜牧著,31. 送李群玉赴舉,李群玉,7
杜牧著_36. 酬張祜處士見寄長句四韻,杜牧著,36. 酬張祜處士見寄長句四韻,張祜,11
杜牧著_38. 題元處士高亭,杜牧著,38. 題元處士高亭,高亭,19
杜牧著_40. 和野人殷潛之題籌筆驛十四韻,杜牧著,40. 和野人殷潛之題籌筆驛十四韻,殷潛之,1
杜牧著_44. 寄內兄和州崔員外十二韻,杜牧著,44. 寄內兄和州崔員外十二韻,太守,256
杜牧著_58. 正初奉酬歙州刺史邢群,杜牧著,58. 正初奉酬歙州刺史邢群,邢群,2
杜牧著_66. 送隱者一絕,杜牧著,66. 送隱者一絕,隱者,103
杜牧著_71. 少年行,杜牧著,71. 少年行,少年,611
杜牧著_2. 和嚴惲秀才落花,杜牧著,2. 和嚴惲秀才落花,嚴惲,2
杜牧著_15. 洛下送張曼容赴上党召,杜牧著,15. 洛下送張曼容赴上党召,少年,611
杜牧著_18. 贈張祜,杜牧著,18. 贈張祜,張祜,11
杜牧著_19. 殘春獨來南亭因寄張祜,杜牧著,19. 殘春獨來南亭因寄張祜,張祜,11
杜牧著_25. 寄李播評事,杜牧著,25. 寄李播評事,李播,1
杜牧著_40. 歙州盧中丞見惠名醞,杜牧著,40. 歙州盧中丞見惠名醞,太守,256
杜牧著_49. 及第後寄長安故人,杜牧著,49. 及第後寄長安故人,少年,611
杜牧著_57. 山行,杜牧著,57. 山行,寒山,122
杜牧著_78. 秋夕,杜牧著,78. 秋夕,織女,55
杜牧著_101. 宮人塚,杜牧著,101. 宮人塚,少年,611
杜牧著_105. 送劉三複郎中赴闕,杜牧著,105. 送劉三複郎中赴闕,劉三複,4
杜牧著_107. 送杜顗赴潤州幕,杜牧著,107. 送杜顗赴潤州幕,少年,611
杜牧著_108. 有感,杜牧著,108. 有感,少年,611
杜牧著_109. 書懷寄盧州,杜牧著,109. 書懷寄盧州,太守,256
杜牧著_117. 汴人舟行答張祜,杜牧著,117. 汴人舟行答張祜,張祜,11
杜牧著_2. 猿,杜牧著,2. 猿,少年,611
杜牧著_3. 懷歸,杜牧著,3. 懷歸,雲容,18
杜牧著_12. 春日寄許渾先輩,杜牧著,12. 春日寄許渾先輩,許渾,7
杜牧著_49. 秋日偶題,杜牧著,49. 秋日偶題,少年,611
杜牧著_2. 不寢,杜牧著,2. 不寢,路應,11
杜牧著_10. 過鮑溶宅有感,杜牧著,10. 過鮑溶宅有感,鮑溶,3
杜牧著_15. 貽隱者,杜牧著,15. 貽隱者,隱者,103
杜牧著_34. 寄桐江隱者,杜牧著,34. 寄桐江隱者,隱者,103
杜牧著_45. 寄湘中友人,杜牧著,45. 寄湘中友人,少年,611
杜牧著_51. 途中逢故人，話西山讀書早曾遊覽,杜牧著,51. 途中逢故人，話西山讀書早曾遊覽,少年,611
杜牧著_52. 將赴京題陵陽王氏水居,杜牧著,52. 將赴京題陵陽王氏水居,王氏,17
杜牧著_58. 惜春,杜牧著,58. 惜春,少年,611
杜牧著_5. 題孫逸人山居,杜牧著,5. 題孫逸人山居,少年,611
許渾著_9. 寄契盈上人,許渾著,9. 寄契盈上人,契盈,1
許渾著_44. 送李溟秀才西行,許渾著,44. 送李溟秀才西行,李溟,6
許渾著_6. 獻白尹,許渾著,6. 獻白尹,任生,12
許渾著_17. 再遊越中，傷朱餘慶協律好直上人,許渾著,17. 再遊越中，傷朱餘慶協律好直上人,王氏,17
許渾著_42. 江西鄭常侍赴鎮之日有寄，因酬和,許渾著,42. 江西鄭常侍赴鎮之日有寄，因酬和,鄭常,3
許渾著_11. 贈高處士,許渾著,11. 贈高處士,書生,75
許渾著_15. 寄殷堯藩,許渾著,15. 寄殷堯藩,殷堯藩,13
許渾著_18. 新卜原上居寄袁校書,許渾著,18. 新卜原上居寄袁校書,路應,11
許渾著_21. 下第歸朱方寄劉三複,許渾著,21. 下第歸朱方寄劉三複,劉三複,4
許渾著_22. 送人歸吳興,許渾著,22. 送人歸吳興,太守,256
許渾著_30. 貽終南山隱者,許渾著,30. 貽終南山隱者,隱者,103
許渾著_4. 贈隱者,許渾著,4. 贈隱者,隱者,103
許渾著_25. 山居冬夜喜魏扶見訪因贈,許渾著,25. 山居冬夜喜魏扶見訪因贈,魏扶,3
許渾著_34. 惜春,許渾著,34. 惜春,少年,611
許渾著_41. 陪鄭史君泛舟晚歸,許渾著,41. 陪鄭史君泛舟晚歸,鄭史,2
許渾著_42. 酬殷堯藩,許渾著,42. 酬殷堯藩,殷堯藩,13
許渾著_44. 征西舊卒,許渾著,44. 征西舊卒,少年,611
許渾著_48. 過鮑溶宅有感,許渾著,48. 過鮑溶宅有感,鮑溶,3
許渾著_10. 與鄭二秀才同舟東下洛中，親朋送至景雲寺,許渾著,10. 與鄭二秀才同舟東下洛中，親朋送至景雲寺,景雲,13
許渾著_19. 將度故城湖阻風夜泊永陽戍,許渾著,19. 將度故城湖阻風夜泊永陽戍,雲容,18
許渾著_40. 與鄭秀才叔侄會送楊秀才昆仲東歸,許渾著,40. 與鄭秀才叔侄會送楊秀才昆仲東歸,楊諫,3
許渾著_12. 登尉佗樓,許渾著,12. 登尉佗樓,尉佗,6
許渾著_21. 余謝病東歸，王秀才見寄，今潘秀才南棹奉酬,許渾著,21. 余謝病東歸，王秀才見寄，今潘秀才南棹奉酬,王氏,17
許渾著_32. 和浙西從事劉三複送僧南歸,許渾著,32. 和浙西從事劉三複送僧南歸,劉三複,4
許渾著_34. 送沈卓少府任江都,許渾著,34. 送沈卓少府任江都,少年,611
許渾著_41. 聞州中有宴寄崔大夫兼簡邢群評事,許渾著,41. 聞州中有宴寄崔大夫兼簡邢群評事,邢群,2
許渾著_42. 寄殷堯藩先輩,許渾著,42. 寄殷堯藩先輩,殷堯藩,13
許渾著_10. 長慶寺遇常州阮秀才,許渾著,10. 長慶寺遇常州阮秀才,路應,11
許渾著_16. 吳門送振武李從事,許渾著,16. 吳門送振武李從事,清江,88
許渾著_19. 舟行早發廬陵郡郭寄滕郎中,許渾著,19. 舟行早發廬陵郡郭寄滕郎中,太守,256
許渾著_20. 聞邊將劉皋無辜受戮,許渾著,20. 聞邊將劉皋無辜受戮,劉皋,1
許渾著_37. 寄當塗李遠,許渾著,37. 寄當塗李遠,李遠,2
許渾著_42. 春日思舊游寄南徐從事劉三複,許渾著,42. 春日思舊游寄南徐從事劉三複,劉三複,4
許渾著_63. 途中逢故人，話西山讀書早曾遊覽,許渾著,63. 途中逢故人，話西山讀書早曾遊覽,少年,611
許渾著_64. 將赴京題陵陽王氏水居,許渾著,64. 將赴京題陵陽王氏水居,王氏,17
許渾著_72. 寄房千里博士,許渾著,72. 寄房千里博士,房千里,2
許渾著_4. 冬日宣城開元寺贈元孚上人,許渾著,4. 冬日宣城開元寺贈元孚上人,元孚,2
許渾著_14. 南海使院對菊懷丁卯別墅,許渾著,14. 南海使院對菊懷丁卯別墅,尉佗,6
許渾著_7. 寄桐江隱者,許渾著,7. 寄桐江隱者,隱者,103
許渾著_19. 送楊發東歸,許渾著,19. 送楊發東歸,楊發,1
許渾著_35. 秋思,許渾著,35. 秋思,少年,611
許渾著_56. 王可封臨終,許渾著,56. 王可封臨終,寒山,122
李商隱著_12. 和孫朴韋蟾孔雀詠,李商隱著,12. 和孫朴韋蟾孔雀詠,西施,70
李商隱著_12. 和孫朴韋蟾孔雀詠,李商隱著,12. 和孫朴韋蟾孔雀詠,韋蟾,3
李商隱著_25. 街西池館,李商隱著,25. 街西池館,太守,256
李商隱著_27. 複京,李商隱著,27. 複京,李令,6
李商隱著_36. 送崔玨往西川,李商隱著,36. 送崔玨往西川,崔玨,1
李商隱著_75. 韓翃舍人即事,李商隱著,75. 韓翃舍人即事,韓翃,3
李商隱著_82. 少年,李商隱著,82. 少年,少年,611
李商隱著_87. 寄成都高苗二從事,李商隱著,87. 寄成都高苗二從事,西施,70
李商隱著_120. 訪隱者不遇成二絕,李商隱著,120. 訪隱者不遇成二絕,隱者,103
李商隱著_189. 閨情,李商隱著,189. 閨情,房白,1
李商隱著_28. 春雨,李商隱著,28. 春雨,路應,11
李商隱著_91. 初食筍呈座中,李商隱著,91. 初食筍呈座中,陸海,8
李商隱著_116. 昭肅皇帝挽歌辭三首,李商隱著,116. 昭肅皇帝挽歌辭三首,王傳,2
李商隱著_132. 月夜重寄宋華陽姊妹,李商隱著,132. 月夜重寄宋華陽姊妹,宋華,1
李商隱著_135. 汴上送李郢之蘇州,李商隱著,135. 汴上送李郢之蘇州,李郢,5
李商隱著_182. 江上,李商隱著,182. 江上,清江,88
李商隱著_186. 韋蟾,李商隱著,186. 韋蟾,韋蟾,3
李商隱著_19. 景陽井,李商隱著,19. 景陽井,西施,70
李商隱著_30. 贈司勳杜十三員外,李商隱著,30. 贈司勳杜十三員外,杜牧,8
李商隱著_30. 贈司勳杜十三員外,李商隱著,30. 贈司勳杜十三員外,韋丹,2
李商隱著_34. 天平公座中呈令狐令公時蔡京在坐京曾為僧徒故有第五句,李商隱著,34. 天平公座中呈令狐令公時蔡京在坐京曾為僧徒故有第五句,蔡京,6
李商隱著_68. 贈送前劉五經映三十四韻,李商隱著,68. 贈送前劉五經映三十四韻,謙光,5
李商隱著_73. 和鄭愚贈汝陽王孫家箏妓二十韻,李商隱著,73. 和鄭愚贈汝陽王孫家箏妓二十韻,鄭愚,2
李商隱著_80. 李肱所遺畫松詩書兩紙得四十韻,李商隱著,80. 李肱所遺畫松詩書兩紙得四十韻,李肱,1
李商隱著_81. 戲題樞言草閣三十二韻,李商隱著,81. 戲題樞言草閣三十二韻,少年,611
李商隱著_82. 偶成轉韻七十二句贈四同舍,李商隱著,82. 偶成轉韻七十二句贈四同舍,少年,611
李商隱著_98. 寓懷,李商隱著,98. 寓懷,卿雲,13
李商隱著_104. 謝往桂林至彤庭竊詠,李商隱著,104. 謝往桂林至彤庭竊詠,陳翊,1
李商隱著_106. 送從翁東川弘農尚書幕,李商隱著,106. 送從翁東川弘農尚書幕,孫合,2
李商隱著_110. 安平公詩,李商隱著,110. 安平公詩,雲表,13
李商隱著_118. 句,李商隱著,118. 句,書生,75
紀唐夫著_3. 送溫庭筠尉方城,紀唐夫著,3. 送溫庭筠尉方城,溫庭筠,2
張元宗著_9. 登景雲寺閣,張元宗著,9. 登景雲寺閣,景雲,13
趙璜著_23. 題七夕圖,趙璜著,23. 題七夕圖,織女,55
喻鳧著_3. 送賈島往金州謁姚員外,喻鳧著,3. 送賈島往金州謁姚員外,賈島,62
喻鳧著_7. 送潘咸,喻鳧著,7. 送潘咸,潘咸,1
喻鳧著_10. 冬日題無可上人院,喻鳧著,10. 冬日題無可上人院,無可,68
喻鳧著_23. 龍翔寺寄李頻,喻鳧著,23. 龍翔寺寄李頻,李頻,15
喻鳧著_31. 龍翔寺居喜胡權見訪因宿,喻鳧著,31. 龍翔寺居喜胡權見訪因宿,胡權,1
劉得仁著_16. 送姚合郎中任杭州,劉得仁著,16. 送姚合郎中任杭州,姚合,20
劉得仁著_26. 送蔡京東歸迎侍,劉得仁著,26. 送蔡京東歸迎侍,蔡京,6
劉得仁著_34. 和厲玄侍禦題戶部相公廬山草堂,劉得仁著,34. 和厲玄侍禦題戶部相公廬山草堂,厲玄,14
劉得仁著_44. 送蔡京侍禦赴大樑幕,劉得仁著,44. 送蔡京侍禦赴大樑幕,蔡京,6
劉得仁著_45. 哭鮑溶有感,劉得仁著,45. 哭鮑溶有感,鮑溶,3
劉得仁著_46. 送僧歸玉泉寺,劉得仁著,46. 送僧歸玉泉寺,寒山,122
劉得仁著_51. 賀顧非熊及第其年內索文章,劉得仁著,51. 賀顧非熊及第其年內索文章,顧非熊,13
劉得仁著_53. 題邵公禪院,劉得仁著,53. 題邵公禪院,寒山,122
劉得仁著_57. 贈雍陶博士,劉得仁著,57. 贈雍陶博士,雍陶,12
劉得仁著_62. 寄雍陶先輩,劉得仁著,62. 寄雍陶先輩,雍陶,12
劉得仁著_63. 對月寄雍陶,劉得仁著,63. 對月寄雍陶,雍陶,12
劉得仁著_67. 送雍陶侍禦赴兗州裴尚書命,劉得仁著,67. 送雍陶侍禦赴兗州裴尚書命,雍陶,12
劉得仁著_72. 送顧非熊作尉盱眙,劉得仁著,72. 送顧非熊作尉盱眙,顧非熊,13
劉得仁著_73. 送高湘及第後東歸覲叔,劉得仁著,73. 送高湘及第後東歸覲叔,高湘,3
劉得仁著_77. 通濟裏居酬盧肇見尋不遇,劉得仁著,77. 通濟裏居酬盧肇見尋不遇,盧肇,1
劉得仁著_79. 冬夜與蔡校書宿無可上人院,劉得仁著,79. 冬夜與蔡校書宿無可上人院,無可,68
劉得仁著_87. 寄無可上人,劉得仁著,87. 寄無可上人,無可,68
劉得仁著_18. 鶯出谷,劉得仁著,18. 鶯出谷,穠華,13
劉得仁著_20. 陳情上李景讓大夫,劉得仁著,20. 陳情上李景讓大夫,李景,8
劉得仁著_20. 陳情上李景讓大夫,劉得仁著,20. 陳情上李景讓大夫,李景讓,1
王樞著_12. 和嚴惲落花詩,王樞著,12. 和嚴惲落花詩,嚴惲,2
朱景玄著_9. 四望亭,朱景玄著,9. 四望亭,高亭,19
郭圓著_17. 詠韋皋,郭圓著,17. 詠韋皋,韋皋,1
元晦著_20. 越亭二十韻,元晦著,20. 越亭二十韻,謝陶,2
鄭熏著_25. 句,鄭熏著,25. 句,項斯,4
薛逢著_3. 老去也,薛逢著,3. 老去也,許大,3
薛逢著_5. 醉春風,薛逢著,5. 醉春風,太守,256
薛逢著_6. 鄰相反行,薛逢著,6. 鄰相反行,少年,611
薛逢著_23. 五峰隱者,薛逢著,23. 五峰隱者,隱者,103
薛逢著_54. 賀楊收作相,薛逢著,54. 賀楊收作相,楊收,3
薛逢著_73. 俠少年,薛逢著,73. 俠少年,少年,611
薛逢著_80. 送沈單作尉江都,薛逢著,80. 送沈單作尉江都,少年,611
薛逢著_90. 句,薛逢著,90. 句,王鐸,2
趙嘏著_5. 陪崔璞侍禦和崔gC春日有懷,趙嘏著,5. 陪崔璞侍禦和崔gC春日有懷,崔璞,1
趙嘏著_52. 上令狐相公,趙嘏著,52. 上令狐相公,卿雲,13
趙嘏著_64. 淮信賀滕邁台州,趙嘏著,64. 淮信賀滕邁台州,滕邁,3
趙嘏著_65. 下第寄宣城幕中諸公,趙嘏著,65. 下第寄宣城幕中諸公,李白,55
趙嘏著_84. 送張又新除溫州,趙嘏著,84. 送張又新除溫州,張又新,2
趙嘏著_85. 送滕邁郎中赴睦州,趙嘏著,85. 送滕邁郎中赴睦州,滕邁,3
趙嘏著_89. 送沈單作尉江都,趙嘏著,89. 送沈單作尉江都,少年,611
趙嘏著_94. 送裴延翰下第歸覲滁州,趙嘏著,94. 送裴延翰下第歸覲滁州,裴延,2
趙嘏著_102. 山陽盧明府以雙鶴寄遺，白氏以詩回答，因寄和,趙嘏著,102. 山陽盧明府以雙鶴寄遺，白氏以詩回答，因寄和,白氏,3
趙嘏著_103. 贈李秘書,趙嘏著,103. 贈李秘書,李秘,8
趙嘏著_106. 成名年獻座主僕射兼呈同年,趙嘏著,106. 成名年獻座主僕射兼呈同年,李白,55
趙嘏著_106. 成名年獻座主僕射兼呈同年,趙嘏著,106. 成名年獻座主僕射兼呈同年,楊乘,1
趙嘏著_111. 杜陵貽杜牧侍禦,趙嘏著,111. 杜陵貽杜牧侍禦,杜牧,8
趙嘏著_112. 下第後上李中丞,趙嘏著,112. 下第後上李中丞,李中,34
趙嘏著_113. 浙東贈李副使員外,趙嘏著,113. 浙東贈李副使員外,少年,611
趙嘏著_115. 薛廷范從事自宣城至因贈,趙嘏著,115. 薛廷范從事自宣城至因贈,少年,611
趙嘏著_120. 代人贈杜牧侍禦,趙嘏著,120. 代人贈杜牧侍禦,杜牧,8
趙嘏著_15. 十無詩寄桂府楊中丞,趙嘏著,15. 十無詩寄桂府楊中丞,樵夫,17
趙嘏著_31. 贈王明府,趙嘏著,31. 贈王明府,柳逢,1
趙嘏著_108. 句,趙嘏著,108. 句,少年,611
盧肇著_7. 和主司王起,盧肇著,7. 和主司王起,王起,34
盧肇著_8. 及第送潘圖歸宜春,盧肇著,8. 及第送潘圖歸宜春,潘圖,1
